,Item_Identifier,Item_Outlet_Sales
2113,FDP23,3585.3032
2114,FDP56,780.0769
2115,FDK48,190.30258
2116,FDR48,2389.2466
2117,NCY29,955.47546
2118,FDM22,625.2003
2119,DRJ01,2622.975
2120,FDZ43,3846.4834
2121,FDV03,2548.8137
2122,FDX11,5184.97
2123,NCA41,5300.0713
2124,FDE38,2762.225
2125,FDI27,468.23068
2126,FDN32,3212.3271
2127,NCN43,2123.2166
2128,FDB47,5619.8745
2129,FDV03,2519.1953
2130,NCN30,1507.7439
2131,NCV54,290.6263
2132,FDV07,1667.3196
2133,FDP07,3102.9814
2134,FDK48,929.44104
2135,FDM15,341.64426
2136,FDY19,3066.837
2137,FDK46,4081.8604
2138,FDY11,1037.0266
2139,FDH09,822.64404
2140,FDO08,4164.2383
2141,FDU14,4130.98
2142,FDD22,3008.986
2143,FDM27,2624.5825
2144,FDL02,2671.9272
2145,NCA17,2548.8137
2146,FDE38,410.55698
2147,NCG07,3279.4233
2148,DRC27,3802.6008
2149,FDA27,4238.4434
2150,FDW40,2096.0493
2151,DRI11,1889.7277
2152,FDN50,1559.6465
2153,FDR12,2878.6055
2154,FDT34,2682.491
2155,FDW11,1043.258
2156,NCO30,5202.2744
2157,FDZ34,3187.3762
2158,FDU45,1899.9547
2159,NCD42,748.81506
2160,FDX25,3092.392
2161,NCR29,914.0148
2162,FDX43,433.28098
2163,FDB04,295.55038
2164,FDR49,1192.0991
2165,FDS39,1871.1296
2166,FDW58,1271.0316
2167,FDG22,39.502537
2168,FDG31,1031.1862
2169,NCV53,6136.25
2170,DRJ37,2529.88
2171,FDV07,1755.2092
2172,FDW52,2466.6064
2173,FDT15,3067.1287
2174,FDD02,1681.0917
2175,FDM16,1220.7115
2176,NCE55,2834.605
2177,FDB57,3315.9343
2178,FDQ04,676.4861
2179,FDQ47,37.393894
2180,FDY14,1100.6405
2181,DRK37,3272.095
2182,FDO25,3857.7031
2183,FDL57,4118.034
2184,NCK29,1783.2942
2185,FDK46,6210.387
2186,NCB43,450.67953
2187,DRE01,6090.1724
2188,FDC46,2807.9524
2189,FDQ23,1585.5433
2190,FDX38,824.6029
2191,FDG60,3342.5127
2192,FDW55,3991.645
2193,FDP39,781.1111
2194,FDB20,1095.9355
2195,FDV21,2012.4597
2196,FDZ02,1540.4761
2197,FDP19,3347.6775
2198,FDA38,4158.67
2199,FDH22,1988.1458
2200,DRM11,4096.742
2201,FDO12,5298.0493
2202,FDT14,2037.0605
2203,FDW34,629.1133
2204,FDG04,4319.8945
2205,FDW59,1131.0868
2206,FDR33,1436.9384
2207,FDP32,2062.8289
2208,FDL13,6130.2534
2209,FDD22,1882.0834
2210,FDV40,2009.1693
2211,NCD55,672.9806
2212,FDQ20,41.489353
2213,FDD28,896.58777
2214,FDC39,3460.7607
2215,NCR17,1935.912
2216,DRO35,1663.2559
2217,FDF40,4043.9556
2218,FDR31,2188.193
2219,NCQ41,3240.7068
2220,FDP38,778.58594
2221,NCU54,5592.7095
2222,FDG22,421.3669
2223,DRK59,3840.8975
2224,FDC37,1665.7267
2225,NCO42,2409.4866
2226,NCT42,2522.2385
2227,FDX27,1420.6436
2228,FDV40,937.96924
2229,FDT45,1639.2682
2230,FDS47,299.7767
2231,FDR45,3993.063
2232,FDB03,3821.4233
2233,FDO49,915.3356
2234,FDU60,4418.5205
2235,FDB26,571.19104
2236,FDB46,3525.5269
2237,FDQ37,493.33505
2238,FDN03,4367.8066
2239,NCX30,4062.632
2240,FDK32,368.80942
2241,DRM47,3167.5637
2242,NCO02,1109.1102
2243,FDP04,1059.4773
2244,NCO43,1652.1151
2245,FDD59,1281.7622
2246,FDQ10,2915.3037
2247,FDW45,2572.446
2248,NCK30,4111.1675
2249,FDU31,3093.0205
2250,NCQ17,326.96066
2251,FDN01,2880.592
2252,FDZ19,2905.233
2253,DRG37,2560.646
2254,FDE32,408.7678
2255,FDO34,2710.342
2256,FDM04,118.80795
2257,FDZ25,2918.9534
2258,FDU08,1652.3414
2259,NCW30,3862.8105
2260,NCM18,965.6909
2261,FDS22,801.1039
2262,NCH18,3981.8848
2263,FDC23,2960.5369
2264,FDY46,3134.9275
2265,NCU06,3800.8638
2266,FDX57,1573.7067
2267,FDX36,5744.3022
2268,FDL16,776.67505
2269,FDT16,735.2904
2270,FDN16,1440.2133
2271,FDC03,3171.3628
2272,DRF60,3912.7395
2273,FDS27,5209.365
2274,FDP33,513.9656
2275,FDJ36,1470.481
2276,NCR42,648.4597
2277,FDV14,1371.6083
2278,NCP42,3287.5615
2279,FDB50,2254.6306
2280,NCC30,4688.3306
2281,FDA23,1430.3688
2282,FDW16,1444.4882
2283,FDQ52,720.714
2284,FDB58,2238.5024
2285,NCP29,1139.1403
2286,NCM05,3902.6096
2287,FDO25,3562.9375
2288,NCM54,2037.313
2289,NCL54,2861.672
2290,FDL39,455.2617
2291,FDF53,2096.8127
2292,NCQ42,2155.487
2293,FDF58,948.3447
2294,FDZ04,1139.3854
2295,FDE26,330.4044
2296,FDS60,2403.0334
2297,FDV58,2571.9224
2298,FDM04,774.49646
2299,FDE08,2548.8137
2300,NCB43,3204.6003
2301,FDU11,358.4719
2302,FDF22,486.54758
2303,FDE24,2189.0198
2304,DRJ49,2095.5608
2305,NCQ53,4129.1016
2306,NCL41,654.5051
2307,FDR22,1798.6522
2308,FDH04,1545.2637
2309,DRH15,661.02075
2310,FDY40,817.2521
2311,NCI17,1535.1321
2312,NCC18,2809.607
2313,FDY28,5451.0415
2314,FDB45,2673.311
2315,NCL30,1791.6962
2316,FDM10,3501.9412
2317,FDH22,3321.6064
2318,NCZ53,3236.0906
2319,NCI18,3642.5928
2320,FDH14,3356.7576
2321,FDR36,1077.42
2322,FDW01,2426.1538
2323,FDK02,3080.218
2324,FDJ02,2235.1394
2325,FDU55,4371.746
2326,NCV18,2351.7637
2327,FDH14,1896.5582
2328,FDZ37,1319.3052
2329,FDX49,3974.9192
2330,NCD43,1636.5638
2331,FDZ07,975.57605
2332,FDK43,2168.1584
2333,FDR32,3385.666
2334,FDT39,2435.7207
2335,NCV54,2030.2524
2336,FDF38,459.54025
2337,FDV60,3137.1646
2338,FDH44,3785.5952
2339,FDS21,944.55066
2340,NCL41,644.051
2341,FDM46,1487.8997
2342,FDU27,821.6251
2343,NCJ54,3945.803
2344,DRG51,2376.47
2345,NCA29,499.39267
2346,FDR47,3050.7837
2347,NCL19,3346.4329
2348,DRG01,1156.5487
2349,FDG10,901.74475
2350,NCV05,2528.6057
2351,NCH18,632.7999
2352,FDV14,1117.8727
2353,DRJ23,3298.0076
2354,DRJ11,3153.8396
2355,FDZ03,3224.3284
2356,FDI27,51.374607
2357,FDJ14,1100.5319
2358,FDU32,2057.9236
2359,FDD47,4663.406
2360,DRF36,3442.0762
2361,FDM21,3807.2288
2362,FDV10,473.2419
2363,FDH60,2814.735
2364,FDX47,346.7535
2365,FDT19,483.23605
2366,FDO11,4099.713
2367,FDH24,4067.4915
2368,FDL02,1456.8274
2369,FDB02,2905.2825
2370,FDA43,3140.975
2371,FDG52,770.65674
2372,DRC12,3152.474
2373,FDY37,1922.315
2374,NCU18,2113.3298
2375,FDU09,994.49414
2376,DRJ25,1351.5735
2377,DRE12,1691.3655
2378,DRL47,2105.3984
2379,DRK01,1529.6285
2380,FDC22,498.42172
2381,FDG44,806.3096
2382,FDW04,2191.513
2383,FDK09,3884.0176
2384,NCN43,2172.757
2385,FDG04,3125.8857
2386,FDH32,341.79538
2387,DRI47,2560.646
2388,DRE15,1135.2186
2389,FDY11,1220.7115
2390,FDO60,661.34485
2391,FDQ20,459.90414
2392,FDO57,4121.566
2393,FDT14,308.47934
2394,FDA57,677.3329
2395,DRN35,686.92163
2396,FDJ03,800.59607
2397,FDX28,1671.7606
2398,DRE25,1354.6765
2399,FDR09,3830.0876
2400,FDB23,4032.487
2401,FDO08,2552.633
2402,FDQ23,1706.6173
2403,FDW04,2123.546
2404,DRK13,539.59546
2405,NCL17,3340.7866
2406,FDY21,3209.7346
2407,FDJ38,5206.5127
2408,FDA37,375.06735
2409,FDV43,669.4602
2410,FDL36,1377.1556
2411,FDD53,659.0061
2412,FDZ19,471.2507
2413,FDV21,1910.2538
2414,NCL54,2562.5928
2415,DRI47,3776.3237
2416,DRG03,2522.7344
2417,FDG21,2502.7
2418,FDW03,1402.7961
2419,NCI55,2022.4888
2420,DRC36,503.19162
2421,FDH22,2069.903
2422,FDV20,1835.4978
2423,NCU41,5292.427
2424,FDN46,2671.9272
2425,FDK50,2557.171
2426,NCA05,3778.322
2427,DRH01,2591.1753
2428,FDT08,2200.364
2429,FDM08,3324.8787
2430,FDZ07,1026.88
2431,FDS22,751.563
2432,FDV35,3746.8357
2433,FDI28,276.13925
2434,FDW58,2586.499
2435,FDT52,3859.348
2436,FDY34,2617.4805
2437,FDR10,2551.1755
2438,FDK57,2009.209
2439,FDR02,2673.311
2440,FDX49,3859.0198
2441,FDQ20,674.99524
2442,DRK23,4014.9683
2443,NCW06,3180.9067
2444,FDR31,2523.011
2445,NCE43,2717.6921
2446,DRO59,2135.4185
2447,FDN09,3967.3918
2448,FDR11,2641.1877
2449,FDO57,2422.034
2450,NCX18,3165.1787
2451,FDB05,3429.1453
2452,FDQ08,753.7726
2453,NCG43,1528.8293
2454,FDJ56,1614.6887
2455,FDA13,32.307224
2456,FDO56,1936.4032
2457,FDB37,3490.5686
2458,FDZ02,1317.746
2459,FDQ24,4291.954
2460,FDM16,1137.8334
2461,FDU35,1649.7084
2462,FDT35,2769.3499
2463,NCX30,5082.7324
2464,FDG04,3165.1787
2465,FDI12,1399.8003
2466,FDE35,1047.0978
2467,NCP14,2662.0422
2468,NCY53,1596.6646
2469,FDP49,964.8756
2470,FDQ04,693.1603
2471,FDM39,3011.219
2472,FDO58,410.55698
2473,FDC56,1907.2308
2474,NCQ54,2683.162
2475,FDV10,1071.7975
2476,NCK17,670.05884
2477,NCF55,1028.971
2478,FDV33,4127.883
2479,NCH29,341.79538
2480,FDA37,3358.657
2481,FDH46,1438.5891
2482,FDS25,1855.3208
2483,FDH04,2456.4385
2484,FDX52,3092.8809
2485,NCD42,699.2743
2486,FDW47,2108.8496
2487,FDL25,2567.8005
2488,NCJ06,307.6721
2489,FDY09,2876.9548
2490,FDS40,638.92017
2491,FDH41,3515.6418
2492,FDG38,1426.0637
2493,FDU03,4720.035
2494,FDV20,2054.8362
2495,DRB13,2890.7178
2496,NCQ30,2009.779
2497,NCH06,3929.2903
2498,FDU50,1591.4084
2499,NCO42,330.2961
2500,FDW09,1058.4016
2501,FDH04,1350.513
2502,FDC21,1593.2396
2503,FDL21,680.02075
2504,FDM46,279.5212
2505,FDT22,146.92587
2506,FDB28,3242.5298
2507,FDI12,1165.6337
2508,FDA28,2019.0796
2509,FDF59,2084.885
2510,FDM45,3313.3367
2511,FDQ56,1360.297
2512,FDR46,2513.705
2513,FDT01,3419.005
2514,FDD16,2026.7158
2515,NCU30,440.8707
2516,FDM40,247.55722
2517,FDI56,1517.5181
2518,NCS30,2049.4902
2519,FDU08,1569.6536
2520,FDX51,5305.346
2521,FDA43,3023.9878
2522,FDX59,26.261814
2523,FDC37,1437.9727
2524,FDP58,3509.078
2525,NCY42,2249.176
2526,FDF21,2821.0913
2527,FDU10,1039.2957
2528,DRL47,1820.8544
2529,FDA58,3462.1604
2530,FDJ22,3122.306
2531,FDK50,2607.7275
2532,FDO38,1405.8037
2533,DRF60,4139.225
2534,NCZ42,707.7534
2535,FDD35,1937.685
2536,FDL25,1461.6
2537,FDJ16,907.0419
2538,DRK59,3861.3706
2539,FDI50,3892.2776
2540,NCB19,1318.094
2541,DRI37,953.9595
2542,FDA14,3776.3003
2543,FDC08,3491.9592
2544,FDS45,1674.2976
2545,FDI21,1033.9785
2546,DRJ47,2947.4136
2547,DRE37,5196.628
2548,FDT55,2358.2024
2549,NCG42,3372.4045
2550,FDA31,2905.233
2551,NCW42,3687.7837
2552,FDF50,3202.549
2553,FDK56,3219.4563
2554,FDX10,678.6509
2555,NCK07,4154.817
2556,FDZ49,3786.516
2557,FDR33,1672.3308
2558,FDO44,1595.8965
2559,FDA20,3158.8506
2560,NCL30,2015.8287
2561,FDI05,196.42343
2562,FDQ12,3403.9822
2563,FDH47,1586.535
2564,FDH34,2818.8506
2565,FDF29,2148.0251
2566,FDG40,441.37582
2567,NCE18,4185.3784
2568,FDP21,507.73972
2569,FDY50,1339.8842
2570,FDB36,2093.7678
2571,NCZ29,2117.6729
2572,FDU20,1649.2548
2573,FDO56,1898.0542
2574,FDW31,3181.113
2575,DRH59,1116.7484
2576,NCB30,3219.754
2577,FDK43,3362.0388
2578,FDW43,3918.6128
2579,NCL19,2247.8218
2580,FDJ27,1635.672
2581,FDC45,2728.1897
2582,FDY40,842.3002
2583,NCM41,1454.3197
2584,NCK18,416.20358
2585,FDP37,2134.453
2586,FDA27,6366.1514
2587,NCX30,4027.36
2588,FDR09,3948.7808
2589,FDG08,4669.0283
2590,NCU30,2696.3276
2591,FDB16,1386.5604
2592,FDM16,1171.1708
2593,FDC48,1291.8182
2594,NCF18,3121.2034
2595,FDU46,1105.5728
2596,FDH41,3083.7253
2597,NCN42,354.2861
2598,FDU49,1317.5326
2599,FDB20,2260.2532
2600,FDG50,286.91245
2601,FDW20,1596.6632
2602,NCO55,1737.5928
2603,FDX48,2471.2058
2604,FDU48,2093.1562
2605,FDR48,326.96066
2606,FDK27,1992.1034
2607,FDT35,2695.039
2608,FDN12,1686.6108
2609,NCE31,27.50864
2610,FDL21,733.4269
2611,FDV56,1726.1733
2612,FDR16,3512.1882
2613,NCP41,1722.2909
2614,FDJ27,1635.672
2615,FDA07,2084.9912
2616,FDK55,1352.6384
2617,FDM33,3799.7078
2618,FDY46,3127.2893
2619,FDD36,1907.1584
2620,FDB12,2677.55
2621,FDF28,375.06735
2622,NCE07,363.21603
2623,FDW50,4154.3535
2624,NCW18,3941.5398
2625,NCJ17,299.7767
2626,DRZ24,308.50192
2627,FDS07,1977.1179
2628,NCW05,315.75217
2629,FDZ22,1125.481
2630,FDK02,1901.5123
2631,FDZ45,5292.427
2632,FDL25,1393.6447
2633,FDS08,2725.7207
2634,NCZ42,6156.532
2635,FDX57,1634.2894
2636,FDF21,3171.3628
2637,FDJ56,1277.4906
2638,FDX10,653.8694
2639,DRG48,2548.6616
2640,DRN37,2710.1519
2641,NCY41,449.3093
2642,FDN28,1573.8556
2643,FDE34,3036.8523
2644,FDR10,2552.1975
2645,FDC32,1472.9475
2646,DRG13,2692.5
2647,FDP59,1441.175
2648,NCT53,388.81723
2649,FDL57,6041.6816
2650,FDN32,546.281
2651,FDK09,3517.7832
2652,FDA52,369.5649
2653,FDC57,3127.9563
2654,FDI09,3518.582
2655,NCB07,3077.7996
2656,FDP26,1679.8677
2657,FDP40,3045.4465
2658,FDL15,2467.9966
2659,FDV07,1817.605
2660,FDS03,1065.957
2661,FDE50,3125.3684
2662,FDQ15,1311.3593
2663,FDQ33,331.75912
2664,FDT22,907.0419
2665,DRO35,1984.7623
2666,FDJ41,4179.0244
2667,FDQ27,1743.9294
2668,FDC26,1837.3289
2669,NCF43,3340.7866
2670,NCR50,2589.189
2671,FDE39,1670.25
2672,FDN49,1077.42
2673,DRG11,1701.379
2674,NCA18,1928.2676
2675,FDM36,2467.5186
2676,FDW32,1355.2297
2677,NCQ18,319.68076
2678,FDX14,2014.7919
2679,FDD46,2473.524
2680,FDI34,596.36755
2681,NCJ17,1368.404
2682,FDB52,4314.0747
2683,FDV55,2186.7104
2684,FDC57,3138.7266
2685,FDB29,1937.1716
2686,NCO43,1495.0074
2687,FDG44,790.84424
2688,FDJ34,2019.0796
2689,FDH40,1279.5577
2690,NCD07,2949.024
2691,FDB41,799.666
2692,FDH47,1355.7236
2693,DRK37,3326.761
2694,FDM25,476.02646
2695,NCX06,3050.344
2696,NCS05,2094.5708
2697,FDS39,2085.8228
2698,FDC47,6102.17
2699,FDG20,2997.3137
2700,DRL23,1703.5249
2701,FDY33,2639.6626
2702,NCH18,3824.5833
2703,FDX47,2552.0393
2704,NCB06,2540.9517
2705,FDP36,824.6029
2706,FDW44,2544.8208
2707,NCU41,2804.85
2708,NCS17,1490.7292
2709,FDD46,2481.6309
2710,FDE45,3078.9138
2711,FDI09,3375.1792
2712,NCJ54,538.8862
2713,NCA29,2543.17
2714,NCN41,3303.4514
2715,FDY34,2745.2244
2716,NCG55,2000.7505
2717,DRM49,682.63257
2718,NCB42,1930.678
2719,FDE58,1840.0945
2720,DRJ25,781.1111
2721,FDS47,317.9128
2722,FDY21,3252.0137
2723,NCI54,1817.4558
2724,FDO24,2556.945
2725,FDY43,2753.2969
2726,FDF35,1460.596
2727,NCP29,156.96835
2728,FDN28,2671.3376
2729,FDJ50,561.4968
2730,FDQ14,3776.3003
2731,FDC37,1761.2546
2732,FDN08,1896.9795
2733,FDD04,2256.987
2734,FDW34,3417.8394
2735,FDP04,1112.6328
2736,NCG07,3240.7068
2737,NCN14,2835.118
2738,FDJ16,896.58777
2739,NCM42,1572.2048
2740,NCF19,784.63135
2741,FDY21,3181.726
2742,FDY19,1979.7528
2743,FDV09,2425.714
2744,FDA28,2094.7698
2745,FDC38,1858.2095
2746,FDL28,3835.7683
2747,NCH43,3594.2332
2748,NCN53,630.3937
2749,NCW05,1656.8085
2750,NCO30,2810.4963
2751,FDT04,27.50864
2752,FDB27,2816.2175
2753,NCK07,2723.8762
2754,NCA53,762.2012
2755,FDB33,2314.454
2756,FDU37,1326.3113
2757,FDR13,1994.0748
2758,FDE45,2999.6733
2759,FDV37,3224.3284
2760,FDX44,285.35385
2761,NCL06,4205.566
2762,FDJ28,3063.4797
2763,FDX55,3593.5916
2764,NCK17,454.96786
2765,FDH52,1047.0978
2766,FDN13,2667.6648
2767,FDK44,2591.1753
2768,FDU16,1289.3739
2769,FDZ07,955.7374
2770,NCN06,4121.566
2771,FDH02,287.52902
2772,NCW18,3842.2896
2773,FDH57,2108.441
2774,FDV35,2411.6409
2775,NCU29,2487.4326
2776,NCP02,914.0148
2777,FDN44,2635.4236
2778,FDX03,466.21603
2779,FDR11,384.63168
2780,FDA36,3049.682
2781,FDP58,5476.9097
2782,FDH31,1509.3947
2783,FDH34,3295.872
2784,FDS13,4881.9062
2785,FDT01,3120.6777
2786,FDY09,2921.5369
2787,FDV33,6041.0913
2788,NCW29,371.2684
2789,NCN17,1571.1207
2790,FDX01,1821.5186
2791,FDL03,3127.9563
2792,DRL59,961.2743
2793,DRM11,6246.55
2794,FDA43,3219.4563
2795,FDZ56,439.36703
2796,FDI44,1127.2374
2797,FDB50,1310.386
2798,FDU15,39.502537
2799,NCJ19,99.12045
2800,FDD48,1889.7277
2801,NCW42,3866.0603
2802,FDL24,2904.694
2803,NCB30,3152.7854
2804,FDK25,2649.7832
2805,FDW28,3146.3853
2806,FDD47,2864.2136
2807,FDK16,280.5554
2808,FDW37,1434.2877
2809,FDA48,3780.9714
2810,FDA14,2540.193
2811,FDV15,1659.6752
2812,FDN22,3745.446
2813,NCD55,660.5647
2814,FDY43,2717.6921
2815,NCU05,1316.2714
2816,FDF10,2504.7563
2817,FDR39,2804.85
2818,FDG40,654.5051
2819,FDZ28,375.06735
2820,FDE02,1451.715
2821,FDU60,2684.269
2822,FDM21,3852.3726
2823,FDV52,323.86118
2824,NCW06,3188.545
2825,FDX36,3750.5652
2826,FDT35,4418.5205
2827,NCL19,357.56955
2828,NCD31,2656.3777
2829,FDE53,349.5223
2830,FDW58,349.08273
2831,DRF48,3145.5122
2832,FDW57,2866.222
2833,DRH13,1731.078
2834,FDT33,2732.0967
2835,DRK47,6096.282
2836,FDY22,303.8658
2837,FDC35,585.4707
2838,FDO03,3988.7542
2839,FDF24,1251.014
2840,FDF56,2715.936
2841,FDD28,907.0419
2842,FDG53,3346.8726
2843,FDO27,329.5659
2844,NCF54,2535.2554
2845,FDC20,1657.0519
2846,FDU10,650.3981
2847,DRA24,2346.6953
2848,FDA02,317.24924
2849,FDG10,949.88916
2850,FDW39,379.47263
2851,FDP04,161.9719
2852,NCM55,3188.545
2853,FDG47,4087.647
2854,NCU41,3199.9392
2855,NCK31,826.51526
2856,FDZ46,1583.985
2857,FDU13,3698.5256
2858,NCF19,772.21533
2859,NCJ43,2854.8987
2860,NCJ05,2432.788
2861,FDS04,3312.5366
2862,FDX28,342.40207
2863,FDB41,1201.9843
2864,FDG53,2160.4001
2865,FDL15,336.03867
2866,FDQ08,993.15796
2867,DRN36,1538.3011
2868,FDI46,4040.643
2869,FDG16,5468.3213
2870,FDV32,964.65674
2871,FDF44,324.33212
2872,FDK04,698.9236
2873,NCA41,3262.987
2874,FDD51,672.23584
2875,NCZ53,3038.4106
2876,FDP01,3786.185
2877,FDY25,3028.7686
2878,FDB17,2701.101
2879,NCV54,1636.3862
2880,FDJ32,1054.8735
2881,FDA37,2082.2957
2882,FDG35,2985.2642
2883,NCM05,2747.6365
2884,FDG45,3451.5774
2885,FDH28,679.34534
2886,NCE18,4149.462
2887,FDH38,1767.9275
2888,FDR56,3271.906
2889,FDH17,2553.5042
2890,FDD39,3660.3894
2891,FDB41,777.08765
2892,NCR53,3720.3218
2893,FDX46,970.921
2894,FDV28,673.09937
2895,FDA08,2380.7087
2896,FDH45,701.03076
2897,NCS38,318.87253
2898,FDD40,487.1401
2899,DRM59,2581.1924
2900,NCJ43,2540.5369
2901,NCN29,781.1111
2902,NCC19,3036.8523
2903,FDR56,3220.6824
2904,FDZ43,3951.7273
2905,FDJ32,121.70029
2906,DRH03,1539.9031
2907,NCZ54,2693.9746
2908,FDE26,2486.8625
2909,FDS03,1033.8173
2910,DRZ24,303.39267
2911,FDO48,5811.2676
2912,FDW39,2910.2937
2913,NCK05,991.99414
2914,NCK30,4107.9897
2915,FDT27,3422.7346
2916,FDS08,364.47824
2917,NCJ19,978.47473
2918,FDC58,652.9607
2919,DRE37,3188.545
2920,FDW02,2607.7256
2921,FDJ02,386.35593
2922,FDX09,2739.0593
2923,FDT31,483.49118
2924,FDI24,2962.3699
2925,FDY09,2766.1265
2926,FDV28,642.4077
2927,DRM47,3225.5422
2928,FDT52,517.494
2929,FDI48,631.8762
2930,FDY55,4352.4814
2931,FDU48,2100.7947
2932,FDN25,906.4729
2933,FDP20,2063.7146
2934,FDJ15,3155.9104
2935,FDD04,1885.3748
2936,FDY58,4144.4727
2937,FDR37,2848.1584
2938,FDF44,2128.5571
2939,FDD32,1440.0847
2940,FDR57,2534.4922
2941,DRG39,1662.4374
2942,FDX15,2632.8335
2943,DRN37,2555.6125
2944,FDW40,3350.6716
2945,FDB32,1429.7812
2946,FDM40,1951.0598
2947,FDE39,3253.091
2948,DRH49,1353.139
2949,FDT46,820.511
2950,NCF06,4203.12
2951,FDP07,3173.6758
2952,FDC04,3958.757
2953,FDZ32,1707.3192
2954,FDD50,2690.3333
2955,FDU56,3264.9287
2956,FDV34,1162.8601
2957,NCY41,655.0946
2958,NCK18,2591.2847
2959,DRH25,810.5687
2960,FDT57,4032.2761
2961,FDV56,1437.6252
2962,FDV12,1573.7067
2963,FDN52,1370.1819
2964,FDX38,862.51794
2965,FDE47,1834.5079
2966,NCO07,3325.8438
2967,FDV09,3776.3237
2968,FDZ23,503.22018
2969,DRH51,1148.1404
2970,NCY54,2783.0334
2971,DRG49,3780.545
2972,NCC19,3309.848
2973,NCV53,3943.246
2974,FDZ47,353.32138
2975,NCO26,1633.5553
2976,NCP02,949.1914
2977,NCW30,3489.018
2978,NCN55,3907.527
2979,FDB20,190.30258
2980,DRL11,2608.7961
2981,DRD60,3081.466
2982,FDW14,308.41476
2983,FDL27,125.83505
2984,FDU09,708.8087
2985,DRH36,2010.7277
2986,FDP34,3743.5122
2987,FDE04,2964.9565
2988,FDZ57,3339.1123
2989,FDF02,363.8846
2990,FDG28,3859.348
2991,NCI31,606.96875
2992,FDT43,780.6714
2993,FDU20,2031.778
2994,FDD53,669.4602
2995,FDW15,2436.0388
2996,NCT53,2555.9285
2997,NCG55,3061.2144
2998,FDD48,1977.6173
2999,FDG47,4434.398
3000,FDI21,1066.3124
3001,FDT27,3988.3384
3002,DRO35,1916.795
3003,FDD33,4024.8352
3004,FDC04,4185.2427
3005,FDY34,2617.4805
3006,DRJ49,2081.6423
3007,FDE05,2514.1243
3008,FDU31,3633.7446
3009,NCN19,5106.293
3010,FDK56,5175.085
3011,FDK58,1701.1307
3012,NCJ42,1753.0656
3013,FDZ34,5292.427
3014,FDA52,2572.4778
3015,NCR29,912.0531
3016,FDT48,3742.2285
3017,DRJ51,568.01904
3018,NCS54,3060.0125
3019,FDV01,2532.4353
3020,DRG51,4160.0
3021,NCG42,2124.4272
3022,FDA51,1927.0316
3023,FDV19,416.49728
3024,NCT18,3063.9194
3025,NCS41,3063.9194
3026,FDO03,3898.6938
3027,FDL12,156.811
3028,FDY37,313.53024
3029,FDI58,1520.7626
3030,FDT28,2200.364
3031,NCC42,336.5029
3032,FDO01,1993.0002
3033,FDJ02,2529.2754
3034,FDQ04,463.35678
3035,DRL47,2068.584
3036,FDZ32,1736.9376
3037,FDC35,3610.9377
3038,FDX14,1105.5404
3039,FDZ35,1666.9722
3040,FDL14,2489.0833
3041,FDO04,963.27246
3042,DRK11,2512.4597
3043,FDB44,3176.9854
3044,FDZ50,3238.7778
3045,FDI12,2367.2712
3046,FDU43,3935.5374
3047,FDD58,323.44504
3048,FDB27,3213.6396
3049,FDB04,1122.5017
3050,NCO17,1882.0834
3051,FDL12,944.65784
3052,DRJ13,2674.3596
3053,FDD57,1514.3779
3054,FDW19,1908.5513
3055,DRD27,1434.9219
3056,FDH27,3776.3003
3057,NCW30,6197.3726
3058,FDR40,1029.2386
3059,FDG05,2491.1213
3060,NCY41,32.307224
3061,FDI38,3221.8113
3062,FDR20,650.3181
3063,FDE09,1718.477
3064,FDN50,351.6805
3065,DRF27,2400.645
3066,DRF51,636.9584
3067,NCO02,191.33676
3068,FDB51,1738.6624
3069,FDJ50,814.19727
3070,FDN52,1358.0964
3071,FDX14,1200.4867
3072,FDT27,573.553
3073,FDV10,686.3712
3074,FDU33,695.9712
3075,FDU58,3175.7842
3076,NCP42,5298.073
3077,FDL51,5489.915
3078,DRH15,1067.5349
3079,FDU16,1381.4932
3080,FDW15,2550.0781
3081,FDQ44,1822.6892
3082,NCI06,4815.74
3083,DRK23,658.7146
3084,FDC28,1727.6425
3085,NCY17,47.534763
3086,NCV05,2180.9412
3087,FDM34,309.33774
3088,DRD60,5220.2607
3089,FDT38,1306.685
3090,FDQ57,2185.9524
3091,FDE59,1029.4105
3092,NCM43,2656.3777
3093,DRI51,2955.6611
3094,NCG30,2028.337
3095,NCK54,2004.6846
3096,FDQ16,343.43625
3097,FDI36,3155.0261
3098,FDX16,3770.6775
3099,FDA34,2762.359
3100,FDJ48,3729.7925
3101,FDU47,2143.6404
3102,FDS39,2164.9717
3103,FDD11,4053.5916
3104,FDM16,2012.3784
3105,FDU56,2869.8396
3106,FDQ32,2097.7368
3107,DRK35,671.47485
3108,FDA58,3832.6006
3109,DRG48,287.06747
3110,FDT59,648.563
3111,FDQ31,295.23898
3112,FDS51,801.3992
3113,FDW32,2367.2712
3114,FDI15,5264.512
3115,NCV30,1000.624
3116,DRG25,3225.1025
3117,FDT02,637.16345
3118,FDO33,3037.5818
3119,FDP38,874.11365
3120,FDZ45,3251.9688
3121,NCA54,4833.287
3122,FDU33,703.0454
3123,FDN58,4007.635
3124,FDI05,1115.3984
3125,FDM57,331.21274
3126,NCS42,2455.2273
3127,FDB57,3467.1606
3128,FDC03,3046.7373
3129,FDZ58,1984.2572
3130,NCK29,1931.8824
3131,NCR53,3651.5151
3132,FDE26,3770.6775
3133,FDU52,2514.0747
3134,FDE41,2361.6487
