Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
169,19.7,0,0.064909488,3,88.5198,6,2004,2,1,1,1308.297
1097,9.5,1,0.036921781,10,194.2452,0,1998,1,2,0,782.9808
938,6.44,0,0.132590283,1,98.17,0,1998,1,2,0,199.74
316,12.857645184136183,0,0.142436015,5,62.3878,5,1985,1,2,3,1514.695
422,7.075,0,0.058437653,4,143.0128,9,1999,1,0,1,1150.5024
150,9.8,0,0.047187038,0,100.6016,8,1997,2,0,1,1619.2256
403,14.7,0,0.072410764,6,48.2034,9,1999,1,0,1,1020.6714
1090,9.3,0,0.043033346,6,89.4172,9,1999,1,0,1,1159.8236
1104,14.35,0,0.081050006,0,79.196,2,2007,1,1,1,1278.336
713,18.7,0,0.089272253,13,254.7672,8,1997,2,0,1,5113.344
633,5.88,1,0.030294931,5,104.099,9,1999,1,0,1,412.796
509,12.8,1,0.023567538,10,226.8404,9,1999,1,0,1,4500.808
1222,9.1,0,0.055382616,9,115.0518,1,1987,0,2,1,683.1108
591,12.857645184136183,1,0.057143515,10,151.8366,5,1985,1,2,3,6196.6006
1225,19.7,0,0.026903714,9,96.0726,7,2002,1,1,1,1272.3438
571,17.7,0,0.01161096,5,95.041,6,2004,2,1,1,868.869
1106,12.857645184136183,1,0.153456703,4,264.091,4,1985,2,0,0,262.991
787,12.857645184136183,0,0.143199389,1,175.837,4,1985,2,0,0,352.874
1168,7.935,0,0.017182935,4,51.235,9,1999,1,0,1,848.895
1267,12.857645184136183,0,0.060706749,9,127.502,4,1985,2,0,0,379.506
1455,16.75,0,0.075735621,8,34.5532,8,1997,2,0,1,323.5788
555,15.85,1,0.121531501,0,59.222,1,1987,0,2,1,599.22
981,20.25,1,0.076160451,4,196.2794,8,1997,2,0,1,2731.1116
1236,7.67,0,0.185889129,9,35.4216,2,2007,1,1,1,173.108
915,11.1,0,0.059835659,6,151.3366,6,2004,2,1,1,3022.732
815,14.3,0,0.130415118,0,75.9328,8,1997,2,0,1,1158.492
1214,19.1,0,0.177270016,9,174.0422,8,1997,2,0,1,1724.422
344,5.19,0,0.042861968,5,196.811,2,2007,1,1,1,3731.809
761,14.3,1,0.034551415,0,98.1726,3,2009,1,2,2,685.1082
1032,18.35,1,0.094488071,6,87.1882,7,2002,1,1,1,515.3292
973,7.75,1,0.083059634,5,35.7558,9,1999,1,0,1,611.2044
755,20.75,0,0.149404057,2,192.8478,0,1998,1,2,0,774.9912
292,11.15,0,0.120139206,4,45.0744,9,1999,1,0,1,452.744
827,15.15,1,0.066164431,5,147.376,6,2004,2,1,1,2197.14
1060,19.6,1,0.041536962,5,46.0376,1,1987,0,2,1,527.3136
669,12.857645184136183,0,0.071948252,5,121.6098,5,1985,1,2,3,482.0392
468,11.5,1,0.125602951,5,100.8358,8,1997,2,0,1,2111.2518
1205,12.857645184136183,0,0.072295507,9,89.7514,4,1985,2,0,0,88.5514
106,15.7,0,0.030697825,7,42.877,6,2004,2,1,1,1168.479
50,10.5,0,0.019033838,14,185.624,1,1987,0,2,1,6897.688
654,13.5,1,0.125170423,13,261.491,1,1987,0,2,1,3418.883
91,14.1,0,0.087977262,4,229.0668,6,2004,2,1,1,3225.1352
503,17.75,0,0.073709686,12,35.1216,3,2009,1,2,2,415.4592
587,18.25,0,0.07595723,13,214.1218,6,2004,2,1,1,1282.3308
102,14.15,0,0.035913805,14,41.4138,1,1987,0,2,1,812.276
604,10.195,0,0.159936948,5,143.2154,8,1997,2,0,1,2552.6772
1301,18.85,0,0.167844438,9,193.9136,9,1999,1,0,1,3110.6176
1126,7.605,0,0.129503146,6,164.021,7,2002,1,1,1,3914.904
1310,12.15,0,0.06479182,11,254.004,7,2002,1,1,1,2277.036
635,12.857645184136183,0,0.015485016,6,185.6266,5,1985,1,2,3,4979.5182
756,14.8,0,0.081206491,10,189.2846,7,2002,1,1,1,1719.7614
1005,15.25,1,0.065896556,13,179.266,8,1997,2,0,1,1438.128
974,14.85,1,0.035400659,6,161.9578,3,2009,1,2,2,1444.1202
1106,8.945,1,0.087823675,4,261.091,7,2002,1,1,1,3418.883
1443,12.857645184136183,0,0.156094569,8,144.3102,4,1985,2,0,0,145.8102
96,12.857645184136183,0,0.114609875,14,197.0084,5,1985,1,2,3,3372.9428
1313,12.857645184136183,0,0.03976832,11,83.9908,5,1985,1,2,3,2348.9424
1001,14.3,0,0.122469209,4,121.973,1,1987,0,2,1,2709.806
1310,12.15,0,0.0,11,254.904,8,1997,2,0,1,4048.064
963,7.825,1,0.149986868,5,158.8288,6,2004,2,1,1,1414.1592
50,10.5,0,0.019046089,14,188.424,6,2004,2,1,1,2237.088
486,8.895,1,0.039008625,0,209.0296,1,1987,0,2,1,2285.0256
1427,14.35,0,0.017024598,8,109.8228,1,1987,0,2,1,2099.9332
915,11.1,0,0.059968347,6,152.8366,7,2002,1,1,1,1662.5026
748,8.63,1,0.028271345,3,170.5422,6,2004,2,1,1,2069.3064
679,12.857645184136183,0,0.087029712,6,109.2228,5,1985,1,2,3,3205.1612
555,15.85,1,0.121609722,0,60.222,6,2004,2,1,1,539.298
1219,7.39,0,0.092927148,9,249.5066,9,1999,1,0,1,4267.1122
18,6.135,0,0.132183029,14,115.086,0,1998,1,2,0,452.744
1187,19.2,0,0.100482186,5,111.8886,3,2009,1,2,2,1667.829
144,9.3,0,0.016009057,4,250.6092,1,1987,0,2,1,6474.2392
901,7.0,0,0.151376958,3,108.228,6,2004,2,1,1,1171.808
1129,17.6,1,0.026827052,1,47.8402,0,1998,1,2,0,91.8804
1308,7.5,0,0.036234918,8,175.3028,8,1997,2,0,1,3896.2616
1167,11.6,1,0.143897558,4,240.6222,1,1987,0,2,1,2868.2664
438,12.857645184136183,1,0.043690499,5,60.2194,5,1985,1,2,3,1733.7432
1376,7.725,0,0.029236727,9,123.8414,2,2007,1,1,1,1340.2554
106,15.7,0,0.0,7,43.377,0,1998,1,2,0,129.831
1123,20.6,1,0.030634813,4,212.9244,3,2009,1,2,2,2540.6928
1310,12.15,0,0.065026434,11,253.704,2,2007,1,1,1,5060.08
164,12.857645184136183,0,0.064362554,6,193.7794,5,1985,1,2,3,4876.985
975,20.2,1,0.060045008,6,128.3678,3,2009,1,2,2,1398.8458
1413,5.32,0,0.093408695,8,101.2674,2,2007,1,1,1,2241.0828
1183,20.7,1,0.079419755,0,99.8042,9,1999,1,0,1,1488.063
415,10.5,0,0.052555346,5,89.683,8,1997,2,0,1,988.713
758,9.5,1,0.010907967,13,182.3608,1,1987,0,2,1,2940.1728
1388,20.6,0,0.071136948,9,76.3696,7,2002,1,1,1,372.848
380,6.865,1,0.035895934,5,244.4486,9,1999,1,0,1,6353.0636
446,12.35,1,0.033760862,10,196.9426,8,1997,2,0,1,5141.3076
1408,9.1,0,0.080277707,9,47.2718,6,2004,2,1,1,850.8924
1454,20.25,0,0.026005891,9,180.9976,7,2002,1,1,1,2716.464
666,11.1,0,0.0,0,156.4604,9,1999,1,0,1,2376.906
1238,12.5,0,0.103442268,9,170.8448,8,1997,2,0,1,4942.8992
1432,18.0,0,0.019465205,8,128.6994,3,2009,1,2,2,2441.4886
1057,12.857645184136183,0,0.024047319,3,115.515,5,1985,1,2,3,1980.755
847,12.857645184136183,1,0.15528831,6,241.7538,5,1985,1,2,3,9133.4444
390,11.5,1,0.037563325,13,109.5254,6,2004,2,1,1,1627.881
1086,12.857645184136183,1,0.084404264,4,49.5376,4,1985,2,0,0,143.8128
824,12.857645184136183,0,0.304859104,0,125.4362,4,1985,2,0,0,755.0172
1447,20.1,0,0.025002878,8,140.4154,0,1998,1,2,0,567.2616
719,4.555,1,0.034410585,5,111.3544,9,1999,1,0,1,1342.2528
548,16.5,1,0.094246644,0,98.9068,3,2009,1,2,2,1749.7224
161,5.44,0,0.025519534,4,238.7538,9,1999,1,0,1,3605.307
388,19.85,0,0.175962247,6,223.0772,6,2004,2,1,1,1779.0176
11,5.73,0,0.045463871,14,85.2882,7,2002,1,1,1,2061.3168
855,8.89,0,0.005496816,5,102.8016,3,2009,1,2,2,1012.016
894,12.857645184136183,0,0.167725251,5,128.3678,4,1985,2,0,0,127.1678
95,12.857645184136183,0,0.041683481,14,31.29,5,1985,1,2,3,898.83
1133,12.857645184136183,1,0.08234117,10,185.7608,4,1985,2,0,0,1470.0864
376,12.857645184136183,1,0.019153299,13,57.6588,4,1985,2,0,0,400.8116
817,12.857645184136183,1,0.255394896,4,196.8794,4,1985,2,0,0,780.3176
1378,12.857645184136183,0,0.068753558,9,127.9678,4,1985,2,0,0,254.3356
1110,12.857645184136183,1,0.170246782,6,141.5838,5,1985,1,2,3,3231.1274
706,20.6,0,0.082935004,0,119.5756,1,1987,0,2,1,2665.8632
280,7.945,0,0.01596609,13,163.521,2,2007,1,1,1,1794.331
435,13.5,1,0.129077455,15,95.2068,7,2002,1,1,1,583.2408
638,6.615,1,0.091954465,3,250.6408,6,2004,2,1,1,4756.4752
758,9.5,1,0.010914988,13,183.8608,6,2004,2,1,1,2572.6512
302,12.857645184136183,0,0.049080853,6,147.7734,5,1985,1,2,3,4602.6754
370,12.5,0,0.071534226,15,124.902,3,2009,1,2,2,1771.028
580,12.857645184136183,1,0.117442838,13,257.7304,4,1985,2,0,0,774.9912
36,12.857645184136183,0,0.058153409,4,152.034,4,1985,2,0,0,306.268
586,11.15,1,0.085931544,13,169.679,8,1997,2,0,1,1018.674
896,16.6,0,0.103146658,6,117.2466,9,1999,1,0,1,2239.0854
1127,14.5,1,0.0,13,159.3262,6,2004,2,1,1,2864.2716
707,15.2,0,0.021327477,3,216.8824,2,2007,1,1,1,2838.9712
1426,20.2,0,0.110356797,9,62.051,0,1998,1,2,0,126.502
947,12.857645184136183,1,0.011072421,13,85.354,5,1985,1,2,3,2077.296
554,8.395,0,0.039572298,13,100.9042,7,2002,1,1,1,1686.4714
11,5.73,0,0.075943184,14,85.5882,0,1998,1,2,0,171.7764
565,15.7,1,0.0,6,112.4544,1,1987,0,2,1,1230.3984
906,16.0,1,0.115570552,6,57.5246,6,2004,2,1,1,173.7738
232,12.15,0,0.015523707,5,212.0928,3,2009,1,2,2,2735.1064
1124,6.38,0,0.032028115,4,178.3344,3,2009,1,2,2,3211.8192
991,12.857645184136183,0,0.101281,4,55.0956,5,1985,1,2,3,2020.0372
983,16.1,1,0.159595473,5,32.8558,1,1987,0,2,1,339.558
787,12.857645184136183,0,0.08139146,1,177.837,5,1985,1,2,3,6351.732
1158,7.84,1,0.154363209,3,50.835,2,2007,1,1,1,599.22
889,9.3,0,0.291826616,13,107.1964,0,1998,1,2,0,420.7856
461,14.3,0,0.026375082,5,79.6302,7,2002,1,1,1,792.302
1123,20.6,1,0.051068365,4,213.0244,0,1998,1,2,0,423.4488
1408,9.1,0,0.080619969,9,47.4718,3,2009,1,2,2,472.718
176,9.395,0,0.103731617,13,236.9932,6,2004,2,1,1,4242.4776
184,16.0,0,0.060942632,15,225.6404,9,1999,1,0,1,2925.5252
629,6.575,1,0.07566089,1,145.4444,7,2002,1,1,1,2612.5992
1034,12.857645184136183,0,0.062294473,13,242.417,4,1985,2,0,0,486.034
943,20.85,0,0.062606583,5,192.2478,0,1998,1,2,0,387.4956
707,15.2,0,0.035497039,3,216.7824,0,1998,1,2,0,436.7648
677,6.985,1,0.137366883,10,184.9608,8,1997,2,0,1,3858.9768
514,12.5,0,0.112681821,3,119.144,3,2009,1,2,2,3235.788
289,7.6,1,0.142292265,15,171.3448,1,1987,0,2,1,3238.4512
711,21.1,1,0.16216286,6,62.2168,3,2009,1,2,2,383.5008
299,12.857645184136183,0,0.120663214,3,95.6778,5,1985,1,2,3,2910.2118
1150,8.975,1,0.009058845,3,103.399,8,1997,2,0,1,2579.975
638,6.615,1,0.091971856,3,251.6408,8,1997,2,0,1,6008.1792
818,10.195,1,0.147492524,5,141.5838,2,2007,1,1,1,1685.8056
250,9.195,0,0.015856295,0,81.6592,6,2004,2,1,1,1403.5064
1459,12.857645184136183,0,0.10178199,8,104.699,4,1985,2,0,0,103.199
1304,18.1,0,0.049016517,9,128.7336,9,1999,1,0,1,2173.1712
583,12.65,0,0.0,10,107.8938,8,1997,2,0,1,750.3566
102,12.857645184136183,0,0.035769657,14,40.9138,5,1985,1,2,3,1380.8692
1334,12.857645184136183,0,0.021214364,8,48.2034,4,1985,2,0,0,97.2068
660,5.48,0,0.015138834,5,81.925,7,2002,1,1,1,3079.325
1376,7.725,0,0.048661041,9,123.7414,0,1998,1,2,0,121.8414
984,9.8,0,0.178622919,6,177.937,0,1998,1,2,0,176.437
1292,9.8,0,0.090390357,11,192.1478,1,1987,0,2,1,2324.9736
613,16.85,1,0.133385398,13,109.8544,0,1998,1,2,0,223.7088
556,12.857645184136183,1,0.098606543,2,232.73,4,1985,2,0,0,932.12
597,12.857645184136183,0,0.079146113,5,181.466,4,1985,2,0,0,179.766
313,14.85,0,0.093652168,0,141.5812,7,2002,1,1,1,427.4436
1239,20.7,0,0.02695441,9,73.2354,7,2002,1,1,1,1504.708
580,15.1,1,0.067064128,13,257.9304,6,2004,2,1,1,6458.26
358,12.857645184136183,1,0.022403117,4,250.9092,5,1985,1,2,3,8217.3036
556,13.85,1,0.056432784,2,234.93,7,2002,1,1,1,4660.6
1015,12.857645184136183,0,0.048545853,1,60.1194,5,1985,1,2,3,1114.5492
1008,20.2,1,0.117839328,0,195.211,3,2009,1,2,2,2356.932
1163,17.6,1,0.03928284,13,94.641,9,1999,1,0,1,2799.689
582,12.857645184136183,1,0.094109236,2,102.9332,5,1985,1,2,3,3691.1952
1176,12.857645184136183,0,0.007962273,4,174.0422,5,1985,1,2,3,5173.266
1324,17.7,0,0.050929429,9,129.1678,6,2004,2,1,1,1780.3492
1271,20.25,0,0.059268885,9,246.446,2,2007,1,1,1,3695.19
606,8.655,1,0.088693595,13,122.5756,2,2007,1,1,1,2181.1608
898,11.35,0,0.030869612,13,49.8008,7,2002,1,1,1,708.4112
315,9.5,1,0.221856492,5,231.8668,0,1998,1,2,0,230.3668
1237,21.1,0,0.010602292,9,235.3958,8,1997,2,0,1,3271.7412
697,19.0,0,0.128349909,13,106.5622,7,2002,1,1,1,1482.0708
476,7.325,0,0.093385381,6,91.3146,8,1997,2,0,1,1641.8628
1142,12.857645184136183,0,0.080741927,10,220.8798,5,1985,1,2,3,6170.6344
1431,16.2,0,0.050625182,9,193.1162,2,2007,1,1,1,2501.4106
76,12.857645184136183,0,0.096592065,4,54.893,5,1985,1,2,3,3112.615
1326,8.235,0,0.014482153,8,182.295,9,1999,1,0,1,3661.9
699,9.8,1,0.045258247,0,35.9874,6,2004,2,1,1,282.2992
677,6.985,1,0.13725257,10,183.7608,1,1987,0,2,1,2940.1728
1002,12.857645184136183,0,0.032381325,10,166.1842,5,1985,1,2,3,5470.8786
670,6.76,1,0.028958563,6,78.396,1,1987,0,2,1,1757.712
1298,19.6,0,0.0,8,42.877,9,1999,1,0,1,649.155
845,12.857645184136183,0,0.024546148,5,34.619,4,1985,2,0,0,36.619
1377,16.35,0,0.013442036,11,104.528,2,2007,1,1,1,1065.28
417,19.35,0,0.033082215,10,172.5738,6,2004,2,1,1,4865.6664
101,7.905,0,0.064194304,7,229.4694,7,2002,1,1,1,2055.3246
451,14.1,0,0.089859642,3,140.2496,7,2002,1,1,1,1693.7952
735,12.857645184136183,0,0.057850699,13,113.2834,5,1985,1,2,3,4376.9692
994,12.857645184136183,0,0.076483451,6,43.4086,5,1985,1,2,3,847.5634
815,14.3,0,0.131152799,0,78.6328,2,2007,1,1,1,231.6984
952,12.857645184136183,1,0.096046304,10,178.7028,5,1985,1,2,3,4604.6728
1354,19.5,0,0.014296484,9,53.7614,9,1999,1,0,1,1436.7964
842,8.38,1,0.047152554,0,110.157,2,2007,1,1,1,3185.853
703,19.85,0,0.045669236,6,126.402,8,1997,2,0,1,1012.016
1264,6.86,0,0.061155983,9,228.401,0,1998,1,2,0,229.701
151,16.5,1,0.068511103,3,103.699,2,2007,1,1,1,1651.184
582,7.895,1,0.094488485,2,100.7332,1,1987,0,2,1,1230.3984
739,12.857645184136183,0,0.010590075,3,84.6908,5,1985,1,2,3,3691.1952
1201,11.395,0,0.009934335,8,47.2034,2,2007,1,1,1,340.2238
1171,12.857645184136183,0,0.188038372,13,146.4076,4,1985,2,0,0,147.8076
1438,7.5,0,0.096806008,9,56.2588,3,2009,1,2,2,687.1056
918,10.1,1,0.045653999,13,35.6848,1,1987,0,2,1,633.8416
1448,12.857645184136183,0,0.047827139,9,105.3622,5,1985,1,2,3,3387.5904
340,10.195,1,0.017703044,15,239.4538,3,2009,1,2,2,3605.307
159,5.985,0,0.005661669,0,186.5924,1,1987,0,2,1,2591.2936
871,6.215,1,0.049580407,0,227.4062,1,1987,0,2,1,5191.2426
44,10.8,0,0.052149675,14,239.9564,9,1999,1,0,1,3813.7024
1385,9.8,0,0.024378706,8,114.5492,6,2004,2,1,1,1274.3412
1355,12.8,0,0.091221855,11,105.5938,7,2002,1,1,1,2143.876
1275,15.2,0,0.033651278,9,108.9912,9,1999,1,0,1,1965.4416
707,15.2,0,0.021203509,3,216.3824,6,2004,2,1,1,6114.7072
561,10.3,1,0.024891881,0,170.9422,6,2004,2,1,1,3103.9596
630,14.1,0,0.113908117,0,53.3956,2,2007,1,1,1,982.7208
1229,21.1,0,0.029008944,9,143.3786,8,1997,2,0,1,866.8716
1261,9.3,0,0.074753743,9,246.4802,0,1998,1,2,0,982.7208
131,12.857645184136183,1,0.112119359,14,123.0388,5,1985,1,2,3,1981.4208
430,11.6,1,0.078929571,5,79.9276,8,1997,2,0,1,1137.1864
1290,11.0,0,0.037953762,8,38.448,9,1999,1,0,1,1198.44
245,12.857645184136183,0,0.116347087,5,76.867,5,1985,1,2,3,2526.711
581,5.78,1,0.07429945,13,264.9568,7,2002,1,1,1,1845.5976
540,9.6,0,0.086145867,13,258.362,0,1998,1,2,0,259.662
966,12.1,0,0.020551458,13,146.6734,1,1987,0,2,1,2227.101
1438,7.5,0,0.09660879,9,56.9588,7,2002,1,1,1,744.3644
539,11.65,0,0.034049703,12,112.286,2,2007,1,1,1,452.744
362,7.07,0,0.093653464,13,113.3834,6,2004,2,1,1,1267.0174
1226,12.1,0,0.015521768,9,165.8526,2,2007,1,1,1,3124.5994
207,6.655,0,0.016944719,6,209.2586,1,1987,0,2,1,2954.8204
769,12.857645184136183,1,0.191500528,0,121.2098,4,1985,2,0,0,120.5098
497,11.8,1,0.09357779,13,125.9704,1,1987,0,2,1,1877.556
1106,8.945,1,0.088002959,4,261.391,3,2009,1,2,2,1840.937
1284,12.857645184136183,0,0.181769264,11,240.6196,5,1985,1,2,3,4579.3724
331,10.895,0,0.026880159,5,106.428,8,1997,2,0,1,1491.392
469,18.5,1,0.062245149,5,145.8418,6,2004,2,1,1,5591.3884
752,17.85,1,0.046608497,6,122.9388,8,1997,2,0,1,3095.97
1464,6.59,0,0.026163192,9,121.5098,1,1987,0,2,1,602.549
349,6.825,1,0.046625941,3,154.9998,6,2004,2,1,1,3075.996
1071,19.1,0,0.096715523,6,235.0958,6,2004,2,1,1,3038.0454
1293,5.615,0,0.210511558,8,121.373,0,1998,1,2,0,123.173
905,13.6,1,0.043646901,6,155.7946,6,2004,2,1,1,3471.4812
1041,20.1,1,0.022552083,6,226.6036,2,2007,1,1,1,6831.108
1085,16.2,0,0.063385859,3,98.17,2,2007,1,1,1,2696.49
655,13.65,1,0.021343732,13,58.3588,0,1998,1,2,0,114.5176
1131,17.0,1,0.026563851,3,141.247,6,2004,2,1,1,3292.381
601,12.857645184136183,1,0.058446424,0,172.1422,5,1985,1,2,3,5518.1504
598,20.5,0,0.020605032,6,91.083,8,1997,2,0,1,539.298
274,9.5,1,0.048883854,15,185.7898,3,2009,1,2,2,2619.2572
1163,17.6,1,0.039189221,13,97.341,1,1987,0,2,1,965.41
179,11.35,1,0.06321435,4,88.3856,6,2004,2,1,1,1318.284
245,15.6,0,0.116913245,5,78.167,8,1997,2,0,1,1837.608
37,4.61,0,0.122629121,7,175.4396,6,2004,2,1,1,2616.594
1398,9.0,0,0.06953231,8,266.5884,6,2004,2,1,1,6624.71
339,15.5,1,0.157246634,13,145.6418,7,2002,1,1,1,2207.127
979,5.635,0,0.103693024,0,149.905,3,2009,1,2,2,2546.685
1066,18.2,1,0.043626605,0,241.4196,0,1998,1,2,0,482.0392
14,6.96,0,0.077508015,14,92.3146,3,2009,1,2,2,1094.5752
1046,18.0,0,0.008554102,0,79.3618,9,1999,1,0,1,805.618
275,8.71,1,0.072155462,3,183.3924,8,1997,2,0,1,3146.5708
353,7.97,0,0.021579162,12,105.9596,7,2002,1,1,1,2049.3324
1111,17.6,0,0.049345425,13,115.4176,2,2007,1,1,1,1145.176
268,20.7,0,0.170072462,3,183.8266,9,1999,1,0,1,1844.266
1312,7.475,0,0.075881475,9,155.2656,7,2002,1,1,1,2934.8464
404,10.695,1,0.145253944,13,156.8972,0,1998,1,2,0,467.3916
178,17.75,1,0.156831826,4,241.0538,8,1997,2,0,1,1201.769
1339,12.857645184136183,0,0.030208465,8,35.4874,5,1985,1,2,3,1693.7952
647,5.46,1,0.107274301,6,145.5786,7,2002,1,1,1,3900.9222
1333,10.85,0,0.0,9,119.0808,1,1987,0,2,1,2343.616
1312,7.475,0,0.075845634,9,156.0656,9,1999,1,0,1,1853.5872
515,12.6,1,0.073920438,4,255.6356,8,1997,2,0,1,2797.6916
648,18.25,0,0.054223942,13,142.0154,6,2004,2,1,1,2127.231
748,8.63,1,0.047329385,3,174.1422,0,1998,1,2,0,517.3266
402,13.3,1,0.071597469,6,60.8536,7,2002,1,1,1,918.804
61,8.575,0,0.023983258,14,106.328,3,2009,1,2,2,958.752
1007,13.35,0,0.048017962,1,219.6166,6,2004,2,1,1,3483.4656
416,16.2,1,0.016639482,5,95.8726,1,1987,0,2,1,1076.5986
828,13.8,1,0.0,6,74.3012,7,2002,1,1,1,1669.8264
331,10.895,0,0.027032204,5,106.328,2,2007,1,1,1,852.224
1047,19.5,0,0.0,3,179.3002,9,1999,1,0,1,2328.3026
498,12.857645184136183,1,0.127638966,0,104.5332,5,1985,1,2,3,2563.33
4,6.115,1,0.007038478,14,189.253,1,1987,0,2,1,3605.307
1144,12.857645184136183,0,0.0,6,255.7988,5,1985,1,2,3,9251.9568
628,18.85,1,0.139087683,13,251.7724,2,2007,1,1,1,3020.0688
543,19.85,0,0.005243282,4,266.1884,9,1999,1,0,1,3179.8608
733,15.1,1,0.087762922,6,221.5456,3,2009,1,2,2,2873.5928
426,12.85,0,0.121702394,13,42.7428,6,2004,2,1,1,703.0848
878,7.42,0,0.020474913,13,248.4092,3,2009,1,2,2,996.0368
266,20.6,1,0.0,13,178.1344,6,2004,2,1,1,3568.688
1032,18.35,1,0.094296835,6,84.3882,8,1997,2,0,1,1116.5466
1024,9.695,1,0.03033748,13,222.9114,9,1999,1,0,1,5764.4964
1215,12.857645184136183,0,0.096411426,9,192.982,5,1985,1,2,3,4633.968
1045,15.0,0,0.046447328,1,121.5414,9,1999,1,0,1,2436.828
836,8.18,1,0.082867689,5,58.5588,2,2007,1,1,1,171.7764
985,12.857645184136183,0,0.155316936,6,64.151,4,1985,2,0,0,316.255
4,6.115,1,0.007043008,14,190.353,6,2004,2,1,1,569.259
995,8.365,1,0.040069806,6,190.7188,2,2007,1,1,1,1904.188
718,12.65,0,0.069707771,10,51.0324,3,2009,1,2,2,727.0536
235,6.89,1,0.136314863,13,195.082,1,1987,0,2,1,2703.148
1246,9.13,0,0.051952573,9,152.3024,7,2002,1,1,1,1821.6288
1060,19.6,1,0.04163619,5,47.3376,9,1999,1,0,1,1150.5024
15,15.0,0,0.049279392,14,65.7168,3,2009,1,2,2,575.2512
680,13.15,1,0.03810738,13,86.3856,3,2009,1,2,2,615.1992
193,19.2,1,0.005611367,15,226.2062,3,2009,1,2,2,1579.9434
648,18.25,0,0.054234197,13,142.0154,8,1997,2,0,1,2269.0464
953,12.857645184136183,0,0.111654545,5,157.063,4,1985,2,0,0,312.926
894,5.985,0,0.095715608,5,125.8678,1,1987,0,2,1,3560.6984
869,16.7,1,0.062297249,13,60.6562,3,2009,1,2,2,592.562
983,16.1,1,0.160379061,5,33.6558,3,2009,1,2,2,203.7348
319,9.195,0,0.107891398,13,182.7634,8,1997,2,0,1,3817.0314
576,19.35,1,0.082197959,0,49.2034,1,1987,0,2,1,729.051
1119,15.1,0,0.173833129,13,196.511,7,2002,1,1,1,4713.864
262,12.857645184136183,0,0.157528118,4,142.9154,4,1985,2,0,0,141.8154
1001,14.3,0,0.123264522,4,123.273,2,2007,1,1,1,1108.557
977,14.85,1,0.009930514,13,157.463,1,1987,0,2,1,2503.408
1305,7.39,0,0.120180894,11,141.447,1,1987,0,2,1,2290.352
851,15.15,0,0.046496777,0,149.6708,0,1998,1,2,0,300.9416
184,16.0,0,0.060836524,15,226.8404,6,2004,2,1,1,6301.1312
660,5.48,0,0.015169739,5,82.225,3,2009,1,2,2,2247.075
474,18.7,0,0.104591027,5,121.4072,1,1987,0,2,1,2450.144
735,7.235,0,0.058083831,13,113.6834,1,1987,0,2,1,230.3668
355,15.0,0,0.154228739,15,107.3938,9,1999,1,0,1,750.3566
1353,12.857645184136183,0,0.174336148,8,184.0608,5,1985,1,2,3,6431.628
479,12.857645184136183,1,0.044063785,3,147.2418,4,1985,2,0,0,294.2836
251,15.85,0,0.136497913,3,96.3094,8,1997,2,0,1,2856.282
1008,12.857645184136183,1,0.11679292,0,196.211,5,1985,1,2,3,5499.508
317,20.7,0,0.04874969,6,37.5506,6,2004,2,1,1,113.8518
158,12.857645184136183,0,0.014788594,15,174.408,5,1985,1,2,3,7443.644
312,17.6,1,0.053481818,15,47.806,2,2007,1,1,1,1071.938
125,10.195,0,0.0,7,114.086,8,1997,2,0,1,1810.976
440,9.8,1,0.06407717,6,116.7492,3,2009,1,2,2,1621.8888
258,16.7,1,0.091437584,15,64.3168,0,1998,1,2,0,127.8336
1313,9.395,0,0.039928582,11,83.2908,1,1987,0,2,1,1258.362
259,5.425,1,0.114472403,0,88.3514,8,1997,2,0,1,2833.6448
237,8.39,1,0.024304264,5,114.0176,3,2009,1,2,2,1488.7288
268,20.7,0,0.170500183,3,184.1266,3,2009,1,2,2,1659.8394
514,12.5,0,0.187841082,3,119.244,0,1998,1,2,0,119.844
649,13.8,1,0.057104066,13,232.6984,3,2009,1,2,2,1390.1904
1251,12.3,0,0.052458358,9,188.753,1,1987,0,2,1,3795.06
1192,20.5,0,0.119848041,0,109.4596,3,2009,1,2,2,431.4384
1350,12.857645184136183,0,0.018757586,8,96.9384,5,1985,1,2,3,2167.8448
1093,6.55,1,0.034745307,1,158.8288,3,2009,1,2,2,4399.6064
861,20.85,0,0.032421521,0,181.666,1,1987,0,2,1,1438.128
1275,15.2,0,0.0,9,110.4912,2,2007,1,1,1,1637.868
836,12.857645184136183,1,0.082002559,5,59.2588,5,1985,1,2,3,1374.2112
126,11.8,0,0.054460571,7,77.0012,2,2007,1,1,1,2277.036
553,19.6,1,0.12829573,13,167.2816,7,2002,1,1,1,2013.3792
1129,17.6,1,0.016024651,1,44.0402,6,2004,2,1,1,597.2226
972,10.3,0,0.146399712,10,103.9648,9,1999,1,0,1,1661.8368
1073,7.05,0,0.085312137,13,107.4912,3,2009,1,2,2,982.7208
875,9.895,1,0.048662357,5,261.7278,8,1997,2,0,1,4685.9004
940,9.5,1,0.104488444,3,77.896,6,2004,2,1,1,1997.4
246,15.6,0,0.172946916,6,114.1518,7,2002,1,1,1,1821.6288
263,19.35,0,0.016679143,5,119.3098,3,2009,1,2,2,1928.1568
